,Accuracy Diff.,Round,Hyperparameter,Train Accuracy,Test Accuracy,Validation Accuracy
0,0.9333333333333333,0,0.1,1.0,0.06666666666666667,0.1
1,0.9259259259259259,1,1.0,1.0,0.07407407407407407,0.1037037037037037
2,0.9037037037037037,2,0.1,1.0,0.0962962962962963,0.07777777777777778
